OcutimeStamp,UnityTimeStamp,leftPor.x,leftPor.y,rightPor.x,rightPor.y,cameraPosition.x,cameraPosition.y,cameraPosition.z,cameraRotation.x,cameraRotation.y,cameraRotation.z,cameraRotation.w,torsoPosition.x,torsoPosition.y,torsoPosition.z,torsoRotation.x,torsoRotation.y,torsoRotation.z,torsoRotation.w,meanBasePoint.x,meanBasePoint.y,meanBasePoint.z,meanGazeDirection.x,meanGazeDirection.y,meanGazeDirection.z,leftBasePoint.x,leftBasePoint.y,leftBasePoint.z,rightBasePoint.x,rightBasePoint.y,rightBasePoint.z,leftEyeDirection.x,leftEyeDirection.y,leftEyeDirection.z,rightEyeDirection.x,rightEyeDirection.y,rightEyeDirection.z,valL,valR
13752629412,63778385198811,0.5777794,0.4572739,0.5149549,0.4494741,-15.10353,2.20699,-1.791269,-0.1258734,-0.9129562,0.06904696,-0.3819679,0,0,0,0,0,0,0,15.10193,-2.205566,1.766274,-0.09295372,-0.9932563,-0.06929285,-0.03201291,0.001221085,-0.025672,0.02879797,0.001628036,-0.02431776,0.1309662,-0.1262512,0.9833069,0.1108856,-0.1506042,0.9823456,True,True
13752637522,63778385198823,0.5803963,0.4564719,0.515218,0.4487458,-15.10255,2.20708,-1.791892,-0.1260392,-0.9136186,0.06922387,-0.3802938,0,0,0,0,0,0,0,15.10089,-2.20575,1.767126,-0.09283154,-0.9932576,-0.06943814,-0.03205893,0.001124313,-0.02553079,0.02873912,0.001537064,-0.02400088,0.137619,-0.128418,0.9821167,0.1115265,-0.1526489,0.9819641,True,True
13752645888,63778385198833,0.5774384,0.4554886,0.515996,0.4500466,-15.10155,2.207177,-1.792483,-0.1265739,-0.9141359,0.06931598,-0.3788537,0,0,0,0,0,0,0,15.09986,-2.205942,1.767904,-0.09284255,-0.9932255,-0.069882,-0.03209975,0.0009819947,-0.02523872,0.02871867,0.001487457,-0.02391821,0.1300049,-0.1313477,0.9827576,0.1135864,-0.148941,0.9822845,True,True
13752654209,63778385198845,0.5748091,0.4577238,0.5165766,0.4526488,-15.10069,2.207329,-1.793127,-0.1271853,-0.9144116,0.0693095,-0.3779836,0,0,0,0,0,0,0,15.09897,-2.206203,1.768719,-0.09289765,-0.9931843,-0.07039082,-0.0321142,0.0008953705,-0.02517322,0.02868368,0.001358383,-0.02364304,0.1233673,-0.1250916,0.984436,0.1152039,-0.1415558,0.9832001,True,True
13752662659,63778385198845,0.5732934,0.4589201,0.5106435,0.452032,-15.10069,2.207329,-1.793127,-0.1271853,-0.9144116,0.0693095,-0.3779836,0,0,0,0,0,0,0,15.099,-2.206171,1.768433,-0.09296721,-0.9931785,-0.07038198,-0.0321108,0.0008520813,-0.02522574,0.02874292,0.001464325,-0.02416267,0.1195221,-0.1217346,0.9853363,0.09989929,-0.1435394,0.9845734,True,True
13752670995,63778385198855,0.5737664,0.458289,0.5083432,0.4533409,-15.09971,2.207428,-1.793577,-0.1277047,-0.9145749,0.06891369,-0.3774855,0,0,0,0,0,0,0,15.09804,-2.206302,1.768822,-0.09275097,-0.9931599,-0.07092731,-0.0321024,0.000771637,-0.02515015,0.02877989,0.001481491,-0.02436063,0.1207123,-0.1235199,0.9849701,0.0940094,-0.1399078,0.9856873,True,True
13752679249,63778385198867,0.5714961,0.459482,0.5112047,0.4517019,-15.09881,2.207481,-1.793983,-0.128456,-0.9145116,0.06873469,-0.3774166,0,0,0,0,0,0,0,15.09718,-2.206435,1.769408,-0.09282044,-0.9931071,-0.071574,-0.03204849,0.0008279266,-0.02538586,0.02877901,0.001263031,-0.02376253,0.1149139,-0.1201935,0.9860687,0.1013336,-0.144455,0.9842987,True,True
13752687555,63778385198878,0.5756935,0.4679913,0.5222297,0.4581139,-15.09798,2.207637,-1.794496,-0.1294727,-0.9141811,0.06864241,-0.3778864,0,0,0,0,0,0,0,15.09643,-2.206545,1.770008,-0.09300516,-0.9930305,-0.07239111,-0.03194278,0.0008643951,-0.02526364,0.02885022,0.001320572,-0.023711,0.1260529,-0.09561157,0.9873962,0.1299591,-0.1257935,0.9835052,True,True
13752695830,63778385198878,0.5745416,0.4770044,0.5265955,0.4724298,-15.09798,2.207637,-1.794496,-0.1294727,-0.9141811,0.06864241,-0.3778864,0,0,0,0,0,0,0,15.0965,-2.206408,1.769992,-0.0929952,-0.9930314,-0.07239008,-0.03181766,0.001022476,-0.0253372,0.02885886,0.001435944,-0.02367126,0.1233521,-0.06958008,0.9899139,0.1417236,-0.08462524,0.9862671,True,True
13752704512,63778385198889,0.5683138,0.4872747,0.520615,0.479039,-15.09698,2.207741,-1.79483,-0.1305336,-0.9139766,0.06865272,-0.3780144,0,0,0,0,0,0,0,15.09555,-2.206385,1.770332,-0.09347231,-0.9929274,-0.07319933,-0.03170484,0.001197769,-0.02547078,0.02883131,0.001514679,-0.02352408,0.1073914,-0.03977966,0.9934082,0.1265564,-0.06568909,0.9897766,True,True
13752712656,63778385198900,0.5706591,0.4969396,0.5249258,0.4899387,-15.09612,2.207779,-1.795085,-0.1317031,-0.9136132,0.06850176,-0.378514,0,0,0,0,0,0,0,15.09474,-2.20635,1.770564,-0.09375056,-0.9928298,-0.07415982,-0.03160258,0.001271088,-0.0254314,0.02884972,0.001586899,-0.02361093,0.1135712,-0.01150513,0.993454,0.1378632,-0.03396606,0.9898529,True,True
13752720620,63778385198912,0.5716862,0.4973923,0.5208412,0.4937633,-15.09525,2.20783,-1.795612,-0.1330746,-0.9132879,0.06840046,-0.3788375,0,0,0,0,0,0,0,15.09392,-2.206391,1.770995,-0.09417348,-0.9927076,-0.07525278,-0.03158272,0.001284927,-0.02548248,0.02891925,0.001591629,-0.02375105,0.1162415,-0.01017761,0.9931641,0.1273804,-0.02287292,0.9915771,True,True
13752729006,63778385198912,0.5702513,0.499824,0.5183915,0.494005,-15.09525,2.20783,-1.795612,-0.1330746,-0.9132879,0.06840046,-0.3788375,0,0,0,0,0,0,0,15.09395,-2.20641,1.770884,-0.09421246,-0.9927042,-0.07524986,-0.03159444,0.001227051,-0.02535815,0.02900238,0.001612228,-0.0240983,0.1125183,-0.003067017,0.9936371,0.121048,-0.02218628,0.9923859,True,True
13752737546,63778385198923,0.5712634,0.4974136,0.5190279,0.4922818,-15.0943,2.207869,-1.795787,-0.1348346,-0.9130271,0.06771977,-0.378966,0,0,0,0,0,0,0,15.09302,-2.206471,1.771055,-0.09421925,-0.9925821,-0.07683362,-0.03160036,0.001223007,-0.02533719,0.02903778,0.001573639,-0.0241273,0.1151428,-0.01011658,0.9932861,0.1226807,-0.02720642,0.9920654,True,True
13752745833,63778385198934,0.5711687,0.4981648,0.5188124,0.4950973,-15.09364,2.207751,-1.795919,-0.13629,-0.9127646,0.06681112,-0.379239,0,0,0,0,0,0,0,15.09234,-2.206465,1.771471,-0.09401071,-0.9924915,-0.07824689,-0.03160228,0.001228119,-0.02533238,0.02901741,0.001344681,-0.02356345,0.1148987,-0.007919312,0.9933319,0.1221466,-0.01899719,0.9923248,True,True
13752754376,63778385198945,0.5710746,0.4980867,0.5168777,0.4906767,-15.09297,2.207888,-1.796447,-0.1375815,-0.9124864,0.06636089,-0.3795212,0,0,0,0,0,0,0,15.09171,-2.206532,1.771758,-0.09411707,-0.9923912,-0.07938289,-0.0316042,0.001233231,-0.02532756,0.02906969,0.001478409,-0.02405025,0.1146545,-0.008148193,0.9933624,0.1170959,-0.03190613,0.9925995,True,True
13752762602,63778385198945,0.5706345,0.4979045,0.5157113,0.4909631,-15.09297,2.207888,-1.796447,-0.1375815,-0.9124864,0.06636089,-0.3795212,0,0,0,0,0,0,0,15.09173,-2.20652,1.771634,-0.09413223,-0.9923899,-0.0793811,-0.03160616,0.001239532,-0.02532315,0.02910965,0.001497345,-0.02430212,0.1135101,-0.008682251,0.9934845,0.1140747,-0.03108215,0.992981,True,True
13752770935,63778385198956,0.5701998,0.4981082,0.5127723,0.490141,-15.09237,2.2078,-1.796595,-0.138809,-0.9122699,0.0655539,-0.3797345,0,0,0,0,0,0,0,15.09112,-2.206459,1.771778,-0.09394896,-0.9923106,-0.08058065,-0.03160809,0.001240829,-0.02531874,0.02911975,0.001440384,-0.02431477,0.112381,-0.008087158,0.9936218,0.1064301,-0.0335083,0.9937439,True,True
13752779151,63778385198967,0.5701759,0.4981447,0.5132374,0.4897526,-15.09156,2.207873,-1.796742,-0.1400732,-0.9120324,0.06496289,-0.3799423,0,0,0,0,0,0,0,15.09031,-2.206566,1.771954,-0.0939072,-0.9922192,-0.0817469,-0.03161209,0.00123703,-0.02529535,0.02911733,0.00137677,-0.0242812,0.1123199,-0.007980347,0.9936371,0.1076355,-0.03463745,0.993576,True,True
13752787486,63778385198978,0.5701592,0.497665,0.5135385,0.49236,-15.09093,2.207967,-1.797209,-0.1409813,-0.9117387,0.06456403,-0.3803792,0,0,0,0,0,0,0,15.08967,-2.206709,1.772456,-0.09395262,-0.9921467,-0.08257017,-0.03161609,0.001233231,-0.02527194,0.02911551,0.001284073,-0.02423329,0.1122742,-0.009384155,0.9936218,0.1084442,-0.02702332,0.9937286,True,True
13752795855,63778385198978,0.5704935,0.497649,0.5192574,0.4924171,-15.09093,2.207967,-1.797209,-0.1409813,-0.9117387,0.06456403,-0.3803792,0,0,0,0,0,0,0,15.08965,-2.206842,1.772746,-0.0938959,-0.9921514,-0.08257719,-0.03162035,0.001228256,-0.02525569,0.02907132,0.001021332,-0.02367052,0.1131439,-0.009429932,0.9935303,0.1232758,-0.02680969,0.9920044,True,True
13752804030,63778385198989,0.5741966,0.4996711,0.5136839,0.4896883,-15.09023,2.207997,-1.797314,-0.1418536,-0.9115847,0.06399938,-0.3805196,0,0,0,0,0,0,0,15.08895,-2.206848,1.772597,-0.09376633,-0.9920925,-0.08342794,-0.0316794,0.001145569,-0.02518257,0.02911639,0.001151428,-0.02425133,0.122757,-0.003509521,0.9924164,0.1087952,-0.03482056,0.9934387,True,True
13752812440,63778385199000,0.5737986,0.497228,0.5150855,0.4916186,-15.08988,2.20779,-1.797422,-0.1426732,-0.9114764,0.06359314,-0.3805406,0,0,0,0,0,0,0,15.08859,-2.206715,1.77279,-0.09369448,-0.9920345,-0.08419522,-0.0316905,0.001123993,-0.02517633,0.02910301,0.001025726,-0.02408775,0.1217194,-0.01065063,0.9924927,0.1124573,-0.0291748,0.9932251,True,True
13752820990,63778385199011,0.5754958,0.4970849,0.5165995,0.4896153,-15.08943,2.207844,-1.79773,-0.1434423,-0.9113545,0.06343183,-0.3805704,0,0,0,0,0,0,0,15.08812,-2.206875,1.773323,-0.0937754,-0.9919713,-0.08484838,-0.03170402,0.001082031,-0.0251019,0.02906732,0.0008548737,-0.02371204,0.1261139,-0.01106262,0.9919434,0.1163635,-0.03500366,0.9925842,True,True
13752829088,63778385199011,0.5772437,0.496654,0.5152237,0.4895312,-15.08943,2.207844,-1.79773,-0.1434423,-0.9113545,0.06343183,-0.3805704,0,0,0,0,0,0,0,15.08814,-2.206802,1.773017,-0.09377146,-0.9919716,-0.0848485,-0.03171056,0.001077347,-0.0251124,0.0291151,0.001006271,-0.02431357,0.1306305,-0.01231384,0.9913483,0.112793,-0.03526306,0.992981,True,True
13752837455,63778385199023,0.5757557,0.4970636,0.5144395,0.4888069,-15.08882,2.207847,-1.797813,-0.1441955,-0.9112554,0.06326568,-0.3805505,0,0,0,0,0,0,0,15.08752,-2.206819,1.773073,-0.09388773,-0.9919058,-0.08548661,-0.03171405,0.001074204,-0.02511594,0.02911832,0.0009824829,-0.02436311,0.1267853,-0.01112366,0.9918518,0.1107483,-0.03738403,0.9931335,True,True
13752845816,63778385199034,0.5743402,0.4970602,0.5138586,0.48872,-15.08874,2.207629,-1.79817,-0.1443119,-0.9112017,0.06339934,-0.3806128,0,0,0,0,0,0,0,15.08743,-2.206627,1.773478,-0.09405589,-0.991886,-0.08553233,-0.03171753,0.001077118,-0.02511948,0.02911058,0.0009266663,-0.02426433,0.1231232,-0.01113892,0.9923248,0.1092377,-0.03764343,0.9932861,True,True
13752854251,63778385199045,0.5746818,0.4974776,0.5173874,0.4898531,-15.08823,2.207659,-1.798237,-0.1444018,-0.9111676,0.06335411,-0.3806678,0,0,0,0,0,0,0,15.0869,-2.206773,1.773859,-0.09402365,-0.9918814,-0.08562085,-0.03171918,0.001075607,-0.02514168,0.02905824,0.0006963654,-0.02361446,0.1240082,-0.009918213,0.992218,0.1184082,-0.03430176,0.9923706,True,True
13752862537,63778385199045,0.5746397,0.4979581,0.5171567,0.490147,-15.08823,2.207659,-1.798237,-0.1444018,-0.9111676,0.06335411,-0.3806678,0,0,0,0,0,0,0,15.0869,-2.20679,1.773877,-0.09402695,-0.9918811,-0.08562104,-0.03172081,0.001074081,-0.02516388,0.02905202,0.0006635132,-0.02355591,0.1239014,-0.008514404,0.9922485,0.1178131,-0.03344727,0.9924622,True,True
13752870920,63778385199057,0.5750931,0.4984851,0.5179238,0.4911598,-15.08807,2.207454,-1.798296,-0.1446526,-0.9111401,0.06300079,-0.3806972,0,0,0,0,0,0,0,15.08672,-2.20661,1.773876,-0.09382609,-0.9918735,-0.08592831,-0.03173898,0.001051102,-0.02527188,0.02904272,0.0006375427,-0.02356879,0.1250763,-0.006973267,0.9921112,0.119812,-0.03048706,0.9923248,True,True
13752879341,63778385199068,0.5733725,0.4992955,0.5175231,0.4899153,-15.08764,2.207484,-1.798532,-0.1446382,-0.9112069,0.06251962,-0.3806221,0,0,0,0,0,0,0,15.08629,-2.206628,1.774038,-0.0934568,-0.9918965,-0.08606479,-0.03174034,0.00103241,-0.0252805,0.02904419,0.0006797485,-0.02370779,0.1206207,-0.004608154,0.9926758,0.1187592,-0.03411865,0.9923248,True,True
13752887652,63778385199068,0.5737551,0.4989665,0.5190111,0.4893547,-15.08764,2.207484,-1.798532,-0.1446382,-0.9112069,0.06251962,-0.3806221,0,0,0,0,0,0,0,15.08629,-2.206645,1.774046,-0.09343845,-0.9918981,-0.08606645,-0.03174419,0.001015686,-0.02526166,0.02903987,0.0006628418,-0.02371193,0.1216125,-0.005569458,0.9925537,0.1226044,-0.03573608,0.991806,True,True
13752895912,63778385199084,0.5732056,0.4962576,0.5177626,0.4902862,-15.08714,2.207491,-1.798615,-0.1449143,-0.9110751,0.06221994,-0.3808815,0,0,0,0,0,0,0,15.08578,-2.2067,1.774176,-0.09335455,-0.99188,-0.08636537,-0.03175371,0.0009688874,-0.02521249,0.02903426,0.0006134338,-0.02366544,0.1201782,-0.01348877,0.9926453,0.1193848,-0.03303528,0.9922943,True,True
13752904134,63778385199091,0.5744556,0.4999007,0.5179136,0.4908196,-15.08696,2.20732,-1.798621,-0.1452052,-0.9110264,0.06161606,-0.3809855,0,0,0,0,0,0,0,15.0856,-2.206565,1.774187,-0.0929878,-0.9918781,-0.08678189,-0.03175835,0.0009484863,-0.02523555,0.02903184,0.0005621643,-0.02363271,0.1234283,-0.002838135,0.9923401,0.1197815,-0.03147888,0.9922943,True,True
13752912574,63778385199101,0.5753464,0.4986416,0.519893,0.490048,-15.08659,2.207303,-1.798627,-0.1452953,-0.9108759,0.0611724,-0.3813822,0,0,0,0,0,0,0,15.08523,-2.206572,1.774184,-0.09271885,-0.9918857,-0.08698277,-0.03175995,0.000928009,-0.02524925,0.02903397,0.0005333404,-0.02363791,0.1257324,-0.006515503,0.9920349,0.1248932,-0.03370667,0.9915924,True,True
13752920897,63778385199113,0.5738522,0.4967996,0.5186983,0.4906912,-15.0864,2.207388,-1.79872,-0.1453011,-0.9107432,0.06110209,-0.381708,0,0,0,0,0,0,0,15.08504,-2.20666,1.774204,-0.09275137,-0.9918813,-0.08699748,-0.03175395,0.0009161225,-0.02528174,0.02904695,0.0005406952,-0.02374945,0.1218567,-0.01190186,0.9924622,0.1218109,-0.03184509,0.9920349,True,True
13752929353,63778385199113,0.574428,0.4975248,0.5181588,0.4900857,-15.0864,2.207388,-1.79872,-0.1453011,-0.9107432,0.06110209,-0.381708,0,0,0,0,0,0,0,15.08505,-2.206677,1.774191,-0.09275115,-0.9918814,-0.08699762,-0.03175009,0.0009089051,-0.0252916,0.02905692,0.0005126953,-0.02376497,0.1233521,-0.009780884,0.9923096,0.1204071,-0.03361511,0.9921417,True,True
13752937544,63778385199124,0.5742626,0.4982508,0.5147658,0.4893132,-15.08643,2.207121,-1.798673,-0.1453363,-0.9105572,0.06102035,-0.3821513,0,0,0,0,0,0,0,15.08511,-2.206335,1.773859,-0.09281511,-0.991872,-0.08703609,-0.03174625,0.0009016876,-0.02529936,0.02911655,0.000668808,-0.02432884,0.1229248,-0.007659912,0.9923706,0.1116028,-0.03590393,0.993103,True,True
13752945834,63778385199135,0.5741916,0.498538,0.5177588,0.4898517,-15.08612,2.20709,-1.798666,-0.1454023,-0.9103373,0.06120031,-0.382621,0,0,0,0,0,0,0,15.08479,-2.206434,1.774192,-0.09303506,-0.9918524,-0.0870251,-0.03174115,0.000891861,-0.02529054,0.02907901,0.0004213867,-0.0236577,0.1227417,-0.006820679,0.9924011,0.1193695,-0.03430176,0.9922485,True,True
13752954320,63778385199135,0.5742561,0.4989713,0.5184434,0.4910428,-15.08612,2.20709,-1.798666,-0.1454023,-0.9103373,0.06120031,-0.382621,0,0,0,0,0,0,0,15.08479,-2.206447,1.774202,-0.0930296,-0.9918527,-0.08702718,-0.03173605,0.0008820191,-0.02528174,0.02908916,0.0004055023,-0.02364537,0.1229095,-0.005554199,0.9923859,0.1211548,-0.03082275,0.9921417,True,True
13752962650,63778385199146,0.5743852,0.4988303,0.5196838,0.4906406,-15.08595,2.207071,-1.798832,-0.1453982,-0.9101307,0.06117176,-0.3831183,0,0,0,0,0,0,0,15.08463,-2.206428,1.774359,-0.0930862,-0.9918478,-0.08702269,-0.03172984,0.0008720551,-0.02527834,0.02909821,0.0004137878,-0.02366791,0.1232452,-0.005966187,0.9923553,0.1243591,-0.03198242,0.9917145,True,True
13752970991,63778385199158,0.5746332,0.4987622,0.5191209,0.4911662,-15.0861,2.206774,-1.79888,-0.145439,-0.909985,0.06109052,-0.3834615,0,0,0,0,0,0,0,15.08478,-2.20613,1.774396,-0.09310384,-0.9918418,-0.08707202,-0.03172365,0.0008620911,-0.02527495,0.02910107,0.0004266052,-0.02369357,0.1238861,-0.006164551,0.9922638,0.1229095,-0.03045654,0.9919434,True,True
13752979290,63778385199169,0.5742496,0.4991018,0.5185647,0.4916862,-15.08584,2.20678,-1.799033,-0.1453875,-0.9098284,0.06112572,-0.383847,0,0,0,0,0,0,0,15.08454,-2.206131,1.774549,-0.09319726,-0.9918383,-0.08701124,-0.03171983,0.0008594208,-0.0252484,0.02910394,0.0004394074,-0.02371922,0.1228943,-0.005172729,0.9924011,0.1214752,-0.02894592,0.992157,True,True
13752987565,63778385199169,0.5721793,0.4978716,0.516999,0.4886869,-15.08584,2.20678,-1.799033,-0.1453875,-0.9098284,0.06112572,-0.383847,0,0,0,0,0,0,0,15.08448,-2.206013,1.774369,-0.09322735,-0.9918362,-0.08700383,-0.03177338,0.000939209,-0.02530951,0.02904288,0.0005952759,-0.02401837,0.1175232,-0.008773804,0.9930267,0.1173859,-0.03770447,0.9923553,True,True
13752995966,63778385199180,0.5596809,0.5023799,0.5027188,0.4933382,-15.08568,2.206804,-1.79906,-0.1451527,-0.9097257,0.06095623,-0.3842058,0,0,0,0,0,0,0,15.08416,-2.20594,1.774359,-0.09335452,-0.9918382,-0.08684406,-0.03191377,0.001035095,-0.02537012,0.02888267,0.0006922455,-0.02403078,0.08491516,0.004425049,0.9963684,0.0802002,-0.02423096,0.9964752,True,True
13753004277,63778385199192,0.5524546,0.5070729,0.5003947,0.4950239,-15.08585,2.206561,-1.799124,-0.1448355,-0.9096395,0.06080284,-0.384554,0,0,0,0,0,0,0,15.08427,-2.205575,1.774288,-0.09330185,-0.9918616,-0.08663344,-0.03195547,0.001157745,-0.02555881,0.02879807,0.0008134461,-0.02411221,0.06591797,0.01821899,0.9976501,0.07411194,-0.01930237,0.9970551,True,True
13753012404,63778385199202,0.5515571,0.5075499,0.4974178,0.4982527,-15.08565,2.206612,-1.799358,-0.1444674,-0.9095767,0.06081757,-0.3848386,0,0,0,0,0,0,0,15.08401,-2.205612,1.774551,-0.09329449,-0.9918884,-0.08633451,-0.03199437,0.001175324,-0.02557446,0.02871855,0.0008244782,-0.02404039,0.06355286,0.0196228,0.9977722,0.06629944,-0.009841919,0.9977417,True,True
13753020978,63778385199202,0.5531198,0.5059099,0.4970986,0.498357,-15.08565,2.206612,-1.799358,-0.1444674,-0.9095767,0.06081757,-0.3848386,0,0,0,0,0,0,0,15.08401,-2.205593,1.77447,-0.09328107,-0.9918897,-0.08633392,-0.03200763,0.001161392,-0.02557352,0.02873042,0.0008773804,-0.02420297,0.06767273,0.01480103,0.9975891,0.06546021,-0.009536743,0.9978027,True,True
13753029351,63778385199213,0.5528132,0.5062889,0.4982359,0.4983771,-15.08549,2.206692,-1.799427,-0.143993,-0.9095177,0.06071334,-0.3851721,0,0,0,0,0,0,0,15.08384,-2.205684,1.774566,-0.09311007,-0.9919357,-0.08598822,-0.03201517,0.001156204,-0.02558168,0.02872928,0.0008596649,-0.02414037,0.06686401,0.01591492,0.9976196,0.06845093,-0.009475708,0.9976044,True,True
13753037455,63778385199225,0.5526504,0.5060134,0.497459,0.497535,-15.08539,2.206688,-1.799496,-0.1437096,-0.9093713,0.06086107,-0.3856,0,0,0,0,0,0,0,15.08375,-2.205681,1.774646,-0.09322479,-0.9919493,-0.08570772,-0.03202269,0.001161392,-0.02558986,0.02872693,0.0008526001,-0.02411035,0.06643677,0.0151062,0.9976654,0.06640625,-0.01194763,0.9977112,True,True
13753045907,63778385199237,0.5528013,0.5060447,0.4968614,0.4977798,-15.08519,2.20682,-1.799754,-0.143542,-0.9091518,0.06104496,-0.3861506,0,0,0,0,0,0,0,15.08354,-2.205808,1.774887,-0.09342255,-0.9919482,-0.08550496,-0.03202499,0.001178085,-0.02565309,0.02872459,0.0008455353,-0.02408034,0.0668335,0.01519775,0.9976349,0.06483459,-0.01123047,0.997818,True,True
13753054154,63778385199237,0.5528482,0.5065279,0.4976158,0.4976076,-15.08519,2.20682,-1.799754,-0.143542,-0.9091518,0.06104496,-0.3861506,0,0,0,0,0,0,0,15.08354,-2.205818,1.774911,-0.09341519,-0.9919487,-0.08550582,-0.0320273,0.001161392,-0.02562395,0.02872198,0.0008422699,-0.02406245,0.06695557,0.01661682,0.9976044,0.06681824,-0.01173401,0.9976807,True,True
13753161954,63778385199348,0.5530733,0.5057644,0.4978304,0.4974931,-15.08307,2.207467,-1.800662,-0.1423625,-0.9064986,0.06008838,-0.3929156,0,0,0,0,0,0,0,15.08141,-2.206469,1.775837,-0.09356733,-0.9920018,-0.08471972,-0.03203308,0.001156204,-0.0256069,0.02871939,0.0008390045,-0.02404459,0.06755066,0.01437378,0.9976044,0.06738281,-0.0120697,0.9976501,True,True
13753162147,63778385199348,0.5537975,0.5050481,0.4981439,0.4974564,-15.08307,2.207467,-1.800662,-0.1423625,-0.9064986,0.06008838,-0.3929156,0,0,0,0,0,0,0,15.0814,-2.206473,1.775852,-0.09355658,-0.9920029,-0.08471978,-0.03203886,0.001151031,-0.02558986,0.02871822,0.0008363189,-0.02403108,0.06945801,0.01226807,0.9974976,0.06820679,-0.01217651,0.9975891,True,True
13753162227,63778385199348,0.5540873,0.505121,0.4979351,0.4974045,-15.08307,2.207467,-1.800662,-0.1423625,-0.9064986,0.06008838,-0.3929156,0,0,0,0,0,0,0,15.0814,-2.206479,1.775859,-0.09355582,-0.9920029,-0.08471987,-0.03204504,0.0011427,-0.02558882,0.02871704,0.0008336334,-0.02401758,0.07022095,0.01248169,0.9974518,0.06765747,-0.0123291,0.9976196,True,True
13753162355,63778385199348,0.5543673,0.5063267,0.4983189,0.496806,-15.08307,2.207467,-1.800662,-0.1423625,-0.9064986,0.06008838,-0.3929156,0,0,0,0,0,0,0,15.0814,-2.206481,1.775871,-0.09355006,-0.9920034,-0.08472092,-0.03205124,0.001134384,-0.02558986,0.02871353,0.0008363189,-0.02399217,0.07095337,0.01602173,0.997345,0.06866455,-0.01408386,0.9975281,True,True
13753162428,63778385199348,0.5543442,0.506519,0.4987026,0.4962021,-15.08307,2.207467,-1.800662,-0.1423625,-0.9064986,0.06008838,-0.3929156,0,0,0,0,0,0,0,15.08139,-2.206476,1.775882,-0.09354617,-0.9920038,-0.08472081,-0.03205592,0.0011427,-0.02559383,0.02871004,0.0008390045,-0.02396675,0.07089233,0.0165863,0.997345,0.06967163,-0.01585388,0.9974365,True,True
13753162524,63778385199348,0.55431,0.5067269,0.4985454,0.4966133,-15.08307,2.207467,-1.800662,-0.1423625,-0.9064986,0.06008838,-0.3929156,0,0,0,0,0,0,0,15.08139,-2.206471,1.775878,-0.09354864,-0.9920035,-0.08472124,-0.03206061,0.001151031,-0.02559779,0.02871353,0.000839737,-0.02397168,0.07080078,0.01719666,0.9973297,0.06925964,-0.01464844,0.9974823,True,True
13753162664,63778385199348,0.5551224,0.5066758,0.4983882,0.4970088,-15.08307,2.207467,-1.800662,-0.1423625,-0.9064986,0.06008838,-0.3929156,0,0,0,0,0,0,0,15.08139,-2.20647,1.775874,-0.09354269,-0.992004,-0.08472206,-0.032065,0.00115303,-0.0255999,0.02871704,0.0008404846,-0.02397661,0.07293701,0.01704407,0.9971771,0.06884766,-0.01348877,0.9975281,True,True
13753162773,63778385199348,0.5554239,0.5065721,0.5009778,0.498568,-15.08307,2.207467,-1.800662,-0.1423625,-0.9064986,0.06008838,-0.3929156,0,0,0,0,0,0,0,15.08141,-2.206419,1.775868,-0.09351637,-0.9920061,-0.08472568,-0.03206351,0.001155029,-0.02559991,0.02876163,0.0009403534,-0.02398874,0.07373047,0.01673889,0.9971313,0.07565308,-0.008911133,0.9970856,True,True
13753162872,63778385199348,0.5585942,0.5041006,0.5006897,0.4962677,-15.08307,2.207467,-1.800662,-0.1423625,-0.9064986,0.06008838,-0.3929156,0,0,0,0,0,0,0,15.08143,-2.206346,1.775888,-0.0934839,-0.9920095,-0.08472366,-0.03205227,0.001284561,-0.02557423,0.02878557,0.0009571075,-0.0239736,0.08206177,0.009475708,0.9965668,0.07489014,-0.01565552,0.9970551,True,True
13753163076,63778385199348,0.5591141,0.5061136,0.4997213,0.4945407,-15.08307,2.207467,-1.800662,-0.1423625,-0.9064986,0.06008838,-0.3929156,0,0,0,0,0,0,0,15.08145,-2.206326,1.77588,-0.09348848,-0.992009,-0.08472354,-0.03203789,0.001294754,-0.02554692,0.02881027,0.0009867706,-0.0240172,0.0834198,0.01538086,0.9963837,0.07234192,-0.02072144,0.9971619,True,True
13753163183,63778385199348,0.5611941,0.5069695,0.5008858,0.4974699,-15.08307,2.207467,-1.800662,-0.1423625,-0.9064986,0.06008838,-0.3929156,0,0,0,0,0,0,0,15.08148,-2.206297,1.775831,-0.09346116,-0.992011,-0.08472973,-0.03201248,0.001316406,-0.02556712,0.02883585,0.001022934,-0.02409608,0.08886719,0.0178833,0.9958801,0.07540894,-0.01213074,0.9970703,True,True
13753163256,63778385199348,0.5583466,0.5064456,0.5022085,0.495662,-15.08307,2.207467,-1.800662,-0.1423625,-0.9064986,0.06008838,-0.3929156,0,0,0,0,0,0,0,15.0815,-2.206305,1.775874,-0.09347345,-0.9920102,-0.08472628,-0.03198599,0.001311691,-0.02552917,0.02885071,0.001011917,-0.02404646,0.08140564,0.01635742,0.9965363,0.07887268,-0.01742554,0.9967194,True,True
